Timestamp,Pod_Name,Node_Name,Namespace,CPU_Usage(Cores),Memory_Usage(MB),Network_Latency(ms),Disk_IO(MB/s),Restart_Count,Failure_Type,Risk_Level,failure_flag
2025-03-17 08:46:32.445411+00:00,pod-30,node-10,kube-system,0.99,3340.34,142.87,141.55,3,Network Issue,Low to Medium Risk,1
2025-03-20 11:08:32.445453+00:00,pod-40,node-3,staging,0.98,2881.2,57.45,221.41,5,Pod Crash,Low to Medium Risk,1
2025-03-19 10:32:32.445484+00:00,pod-10,node-8,production,0.45,3903.17,230.52,297.96,4,Resource Exhaustion,Low to Medium Risk,1
2025-03-20 16:09:32.445523+00:00,pod-28,node-3,kube-system,0.5,4663.12,14.13,290.9,8,Pod Crash,High Risk,1
2025-03-16 20:21:32.445565+00:00,pod-28,node-10,default,1.01,7576.59,117.72,628.62,3,Node Failure,High Risk,1
2025-03-18 19:05:32.445618+00:00,pod-10,node-4,kube-system,1.61,7061.74,112.74,357.1,4,Pod Crash,High Risk,1
2025-03-18 18:22:32.445645+00:00,pod-20,node-3,default,0.48,1322.66,126.35,53.89,6,Network Issue,High Risk,1
2025-03-15 21:00:32.445672+00:00,pod-46,node-3,production,1.87,5273.56,181.04,347.29,3,Node Failure,Low to Medium Risk,1
2025-03-16 11:11:32.445706+00:00,pod-36,node-1,default,0.47,6913.47,114.72,129.98,8,Node Failure,High Risk,1
2025-03-18 20:32:32.445732+00:00,pod-30,node-6,staging,0.76,2233.58,496.7,862.82,10,Node Failure,High Risk,1
2025-03-18 15:11:32.445758+00:00,pod-15,node-3,default,0.3,5115.02,98.25,613.97,10,Resource Exhaustion,High Risk,1
2025-03-19 23:29:32.445783+00:00,pod-1,node-8,default,0.15,1899.97,236.02,652.75,4,Pod Crash,Low to Medium Risk,1
2025-03-21 20:34:32.445818+00:00,pod-37,node-2,kube-system,0.54,3902.23,339.29,973.14,3,Node Failure,Low to Medium Risk,1
2025-03-20 22:35:32.445861+00:00,pod-36,node-5,production,0.36,7955.04,293.2,441.04,10,Resource Exhaustion,High Risk,1
2025-03-16 00:42:32.445894+00:00,pod-48,node-1,default,0.24,4608.8,369.93,628.05,3,Pod Crash,Low to Medium Risk,1
2025-03-22 08:52:32.445925+00:00,pod-20,node-5,kube-system,1.11,1918.05,230.72,131.34,8,Network Issue,High Risk,1
2025-03-21 00:08:32.445953+00:00,pod-1,node-3,production,2.13,7125.3,126.88,208.4,8,Network Issue,High Risk,1
2025-03-19 02:51:32.445978+00:00,pod-9,node-10,staging,1.48,1109.37,288.33,283.2,8,Resource Exhaustion,High Risk,1
2025-03-18 03:48:32.446004+00:00,pod-42,node-10,default,1.78,4056.36,391.29,733.74,1,Node Failure,Low to Medium Risk,1
2025-03-17 20:49:32.446030+00:00,pod-41,node-7,production,0.96,3691.87,237.91,871.19,5,Pod Crash,Low to Medium Risk,1
2025-03-16 02:24:32.446061+00:00,pod-12,node-1,default,0.02,4137.65,41.23,532.42,3,Pod Crash,Low to Medium Risk,1
2025-03-17 21:21:32.446096+00:00,pod-43,node-8,kube-system,1.07,3602.35,373.96,751.06,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-16 16:42:32.446135+00:00,pod-24,node-3,staging,2.11,5987.84,90.38,359.65,9,Resource Exhaustion,High Risk,1
2025-03-17 22:06:32.446174+00:00,pod-48,node-10,production,1.45,3911.28,189.65,400.16,6,Node Failure,High Risk,1
2025-03-22 07:20:32.446223+00:00,pod-34,node-3,staging,1.08,4750.18,71.01,419.28,1,Node Failure,Low to Medium Risk,1
2025-03-19 22:43:32.446262+00:00,pod-6,node-5,default,0.54,7501.23,160.84,488.25,10,Pod Crash,High Risk,1
2025-03-18 13:07:32.446304+00:00,pod-32,node-2,staging,1.69,6974.24,390.03,436.08,1,Pod Crash,High Risk,1
2025-03-20 13:36:32.446331+00:00,pod-26,node-4,default,0.2,7819.04,330.81,649.71,8,Pod Crash,High Risk,1
2025-03-19 13:49:32.446366+00:00,pod-25,node-7,kube-system,2.39,4713.29,342.73,544.16,3,Resource Exhaustion,High Risk,1
2025-03-20 07:25:32.446402+00:00,pod-21,node-3,default,1.11,6770.32,359.01,475.84,6,Resource Exhaustion,High Risk,1
2025-03-22 06:57:32.446429+00:00,pod-40,node-4,staging,0.44,898.42,437.95,293.2,7,Node Failure,High Risk,1
2025-03-18 03:10:32.446455+00:00,pod-34,node-8,default,1.55,5585.84,58.24,447.47,10,Node Failure,High Risk,1
2025-03-20 16:05:32.446482+00:00,pod-31,node-10,default,1.64,7839.0,150.52,536.29,1,Resource Exhaustion,High Risk,1
2025-03-20 10:02:32.446509+00:00,pod-42,node-8,staging,1.26,6586.94,147.64,564.13,0,Pod Crash,High Risk,1
2025-03-17 05:00:32.446536+00:00,pod-37,node-2,staging,2.41,4985.93,37.12,844.06,0,Resource Exhaustion,High Risk,1
2025-03-17 21:28:32.446562+00:00,pod-7,node-4,kube-system,2.16,3614.79,389.98,266.39,8,Network Issue,High Risk,1
2025-03-17 08:01:32.446598+00:00,pod-50,node-5,production,2.21,968.89,213.06,977.07,0,Pod Crash,High Risk,1
2025-03-16 12:09:32.446640+00:00,pod-19,node-8,kube-system,1.09,2673.27,447.95,544.9,10,Network Issue,High Risk,1
2025-03-17 11:00:32.446677+00:00,pod-1,node-1,production,2.39,7371.97,257.26,62.28,1,Network Issue,High Risk,1
2025-03-22 08:21:32.446704+00:00,pod-39,node-10,production,1.15,5391.64,82.65,574.76,2,Node Failure,Low to Medium Risk,1
2025-03-19 20:13:32.446746+00:00,pod-13,node-3,production,2.19,2995.38,395.29,679.42,6,Node Failure,High Risk,1
2025-03-19 13:51:32.446791+00:00,pod-3,node-2,default,1.08,3680.13,356.55,842.68,5,Network Issue,Low to Medium Risk,1
2025-03-21 10:06:32.446818+00:00,pod-38,node-7,kube-system,0.02,6116.83,205.53,329.9,2,Resource Exhaustion,High Risk,1
2025-03-16 21:13:32.446857+00:00,pod-25,node-7,kube-system,1.28,5672.81,88.52,551.65,10,Node Failure,High Risk,1
2025-03-18 14:43:32.446887+00:00,pod-50,node-9,production,0.57,656.0,383.21,282.04,2,Pod Crash,Low to Medium Risk,1
2025-03-18 04:17:32.446920+00:00,pod-2,node-8,staging,0.17,4759.54,339.01,841.27,9,Pod Crash,High Risk,1
2025-03-19 21:02:32.446967+00:00,pod-22,node-3,production,0.96,1805.25,429.92,856.89,4,Resource Exhaustion,High Risk,1
2025-03-22 08:30:32.446994+00:00,pod-34,node-5,production,1.04,1883.67,324.42,145.92,5,Resource Exhaustion,Low to Medium Risk,1
2025-03-20 11:41:32.447032+00:00,pod-45,node-3,production,0.69,4137.6,127.46,858.25,7,Pod Crash,High Risk,1
2025-03-16 06:55:32.447059+00:00,pod-5,node-9,staging,2.22,5882.86,390.9,712.44,1,Network Issue,High Risk,1
2025-03-20 01:15:32.447100+00:00,pod-13,node-9,production,2.35,2505.67,368.34,583.94,3,Node Failure,High Risk,1
2025-03-20 17:18:32.447131+00:00,pod-50,node-2,default,2.35,4201.38,411.79,340.5,4,Network Issue,High Risk,1
2025-03-17 08:03:32.447158+00:00,pod-32,node-8,production,0.21,7762.1,267.56,851.2,3,Network Issue,High Risk,1
2025-03-18 18:59:32.447196+00:00,pod-47,node-4,staging,1.99,924.08,175.51,645.8,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-18 22:08:32.447230+00:00,pod-11,node-1,kube-system,0.49,7979.87,446.9,826.54,6,Pod Crash,High Risk,1
2025-03-19 22:20:32.447271+00:00,pod-31,node-1,kube-system,1.47,6795.4,341.69,318.76,0,Network Issue,High Risk,1
2025-03-18 06:33:32.447334+00:00,pod-47,node-8,staging,0.13,2374.19,422.5,359.51,0,Pod Crash,High Risk,1
2025-03-19 10:47:32.447386+00:00,pod-43,node-2,default,0.06,2052.45,371.09,445.37,6,Resource Exhaustion,High Risk,1
2025-03-18 23:33:32.447422+00:00,pod-13,node-3,production,1.28,863.18,36.2,311.98,3,Network Issue,Low to Medium Risk,1
2025-03-19 21:26:32.447461+00:00,pod-47,node-3,default,0.49,505.11,379.54,602.69,5,Pod Crash,Low to Medium Risk,1
2025-03-15 17:52:32.447512+00:00,pod-12,node-1,default,1.16,1809.72,176.88,674.3,1,No Failure,No Risk,0
2025-03-17 23:45:32.447558+00:00,pod-33,node-9,production,0.69,5503.61,477.63,353.73,6,Network Issue,High Risk,1
2025-03-17 07:33:32.447610+00:00,pod-22,node-8,default,0.08,7495.68,136.19,119.91,9,Resource Exhaustion,High Risk,1
2025-03-16 09:10:32.447650+00:00,pod-28,node-4,kube-system,0.85,2694.88,251.44,793.53,8,Resource Exhaustion,High Risk,1
2025-03-20 04:59:32.447691+00:00,pod-15,node-2,kube-system,2.04,7320.36,13.8,245.38,8,Node Failure,High Risk,1
2025-03-16 06:12:32.447744+00:00,pod-24,node-4,production,2.45,2740.34,133.07,66.12,6,Network Issue,High Risk,1
2025-03-20 13:08:32.447780+00:00,pod-6,node-4,staging,1.96,632.58,21.31,278.34,10,Node Failure,High Risk,1
2025-03-15 17:27:32.447811+00:00,pod-47,node-10,production,0.06,2730.62,43.21,602.87,6,Node Failure,High Risk,1
2025-03-21 19:22:32.447838+00:00,pod-9,node-9,production,1.87,4856.71,298.94,941.51,6,Pod Crash,High Risk,1
2025-03-18 23:57:32.447875+00:00,pod-1,node-3,production,0.42,4732.03,386.61,268.47,8,Network Issue,High Risk,1
2025-03-15 21:54:32.447903+00:00,pod-28,node-4,production,1.07,5810.8,118.44,644.71,0,Resource Exhaustion,Low to Medium Risk,1
2025-03-20 03:40:32.447934+00:00,pod-25,node-9,default,1.41,6859.94,261.59,117.47,7,Node Failure,High Risk,1
2025-03-21 00:19:32.447971+00:00,pod-6,node-7,kube-system,2.12,2279.45,144.55,577.31,0,Network Issue,High Risk,1
2025-03-22 10:05:32.447997+00:00,pod-50,node-10,staging,1.19,2173.65,288.22,857.66,3,Pod Crash,Low to Medium Risk,1
2025-03-20 05:09:32.448033+00:00,pod-34,node-7,kube-system,1.05,2563.67,299.27,466.03,6,Node Failure,High Risk,1
2025-03-21 23:24:32.448064+00:00,pod-14,node-10,kube-system,0.1,3840.06,397.83,82.57,3,Node Failure,Low to Medium Risk,1
2025-03-21 01:06:32.448091+00:00,pod-26,node-3,staging,2.32,3909.85,380.77,405.06,7,Node Failure,High Risk,1
2025-03-18 07:28:32.448137+00:00,pod-40,node-1,default,1.95,866.58,341.38,255.63,5,Network Issue,Low to Medium Risk,1
2025-03-19 15:08:32.448173+00:00,pod-32,node-6,default,1.87,3152.24,193.2,925.21,9,Resource Exhaustion,High Risk,1
2025-03-20 09:49:32.448211+00:00,pod-31,node-5,staging,1.68,6078.12,467.48,84.71,3,Pod Crash,High Risk,1
2025-03-21 22:30:32.448240+00:00,pod-28,node-1,production,1.82,7489.51,274.06,106.53,7,Network Issue,High Risk,1
2025-03-19 16:05:32.448276+00:00,pod-20,node-7,staging,2.34,339.45,418.49,715.14,7,Resource Exhaustion,High Risk,1
2025-03-17 04:11:32.448335+00:00,pod-36,node-6,default,0.29,6294.61,164.83,896.98,2,Network Issue,High Risk,1
2025-03-18 04:34:32.448375+00:00,pod-46,node-8,production,1.98,6798.65,393.04,142.12,5,Node Failure,High Risk,1
2025-03-19 01:33:32.448419+00:00,pod-20,node-3,staging,0.02,612.39,4.71,579.46,6,Pod Crash,High Risk,1
2025-03-15 19:42:32.448451+00:00,pod-30,node-4,staging,1.5,4239.57,377.09,98.68,6,Pod Crash,High Risk,1
2025-03-17 12:57:32.448481+00:00,pod-18,node-7,kube-system,0.58,2162.11,460.46,338.82,5,Pod Crash,High Risk,1
2025-03-20 11:25:32.448509+00:00,pod-42,node-9,production,0.64,3209.69,278.94,437.13,6,Node Failure,High Risk,1
2025-03-20 11:31:32.448535+00:00,pod-47,node-3,kube-system,0.94,1705.1,242.52,50.36,8,Resource Exhaustion,High Risk,1
2025-03-19 13:09:32.448561+00:00,pod-37,node-3,kube-system,0.2,7555.4,224.77,390.76,1,Node Failure,High Risk,1
2025-03-22 09:30:32.448587+00:00,pod-34,node-10,kube-system,1.36,3214.49,234.17,395.93,0,Network Issue,Low to Medium Risk,1
2025-03-21 23:58:32.448632+00:00,pod-32,node-6,production,0.76,6065.16,454.27,416.01,3,Network Issue,High Risk,1
2025-03-15 15:57:32.448665+00:00,pod-25,node-10,production,0.41,7964.93,261.15,404.92,7,Resource Exhaustion,High Risk,1
2025-03-20 08:13:32.448709+00:00,pod-27,node-8,default,0.61,4589.0,197.45,166.56,3,Network Issue,Low to Medium Risk,1
2025-03-21 00:11:32.448738+00:00,pod-42,node-9,kube-system,0.98,528.33,132.35,938.78,3,Network Issue,Low to Medium Risk,1
2025-03-16 15:57:32.448781+00:00,pod-50,node-8,kube-system,0.9,619.49,298.67,932.63,1,Network Issue,Low to Medium Risk,1
2025-03-15 18:20:32.448830+00:00,pod-27,node-4,staging,1.87,5679.06,451.64,870.21,5,Pod Crash,High Risk,1
2025-03-18 18:58:32.448857+00:00,pod-39,node-5,staging,1.05,5820.57,290.66,915.85,1,Network Issue,Low to Medium Risk,1
2025-03-16 08:12:32.448883+00:00,pod-10,node-4,production,2.06,6303.14,324.5,677.95,10,Resource Exhaustion,High Risk,1
2025-03-18 04:56:32.448910+00:00,pod-24,node-10,kube-system,0.99,6168.2,6.45,991.56,0,Network Issue,High Risk,1
2025-03-22 07:34:32.448935+00:00,pod-9,node-8,default,1.93,5308.27,297.11,366.82,3,Network Issue,Low to Medium Risk,1
2025-03-20 23:54:32.448967+00:00,pod-32,node-2,kube-system,1.09,6384.17,79.77,914.15,6,Node Failure,High Risk,1
2025-03-20 23:50:32.448993+00:00,pod-8,node-3,production,1.2,395.23,195.68,284.02,0,No Failure,No Risk,0
2025-03-16 05:13:32.449018+00:00,pod-16,node-1,staging,1.39,1245.53,203.27,175.32,4,Node Failure,Low to Medium Risk,1
2025-03-21 07:15:32.449044+00:00,pod-1,node-7,staging,1.47,5813.98,341.7,309.92,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-16 08:46:32.449070+00:00,pod-45,node-4,staging,0.56,2932.46,363.74,840.88,10,Network Issue,High Risk,1
2025-03-21 08:30:32.449099+00:00,pod-21,node-2,staging,0.05,2007.42,81.92,871.32,8,Pod Crash,High Risk,1
2025-03-22 10:58:32.449126+00:00,pod-47,node-2,staging,0.92,5743.44,208.78,270.61,10,Resource Exhaustion,High Risk,1
2025-03-22 01:43:32.449152+00:00,pod-6,node-7,production,0.05,5966.01,426.96,822.75,10,Resource Exhaustion,High Risk,1
2025-03-22 03:31:32.449178+00:00,pod-43,node-9,staging,0.5,2775.0,375.61,198.03,0,Node Failure,Low to Medium Risk,1
2025-03-16 13:43:32.449212+00:00,pod-48,node-10,production,1.65,1299.56,14.89,701.72,9,Network Issue,High Risk,1
2025-03-20 01:53:32.449249+00:00,pod-48,node-8,production,1.41,7857.25,310.24,761.24,0,Pod Crash,High Risk,1
2025-03-21 17:58:32.449277+00:00,pod-27,node-2,default,0.19,2879.02,117.89,580.81,2,No Failure,No Risk,0
2025-03-18 22:41:32.449303+00:00,pod-42,node-1,kube-system,2.12,4915.95,209.32,437.72,5,Pod Crash,High Risk,1
2025-03-17 18:40:32.449341+00:00,pod-43,node-4,kube-system,0.21,6972.59,279.72,541.51,8,Node Failure,High Risk,1
2025-03-18 05:27:32.449376+00:00,pod-30,node-1,kube-system,0.74,1837.78,46.8,105.24,4,Node Failure,Low to Medium Risk,1
2025-03-16 08:38:32.449406+00:00,pod-14,node-5,default,2.49,6880.39,372.43,680.13,6,Pod Crash,High Risk,1
2025-03-16 18:26:32.449448+00:00,pod-39,node-3,production,2.0,4161.19,292.54,185.83,3,Node Failure,Low to Medium Risk,1
2025-03-20 21:18:32.449487+00:00,pod-50,node-10,kube-system,0.51,298.34,114.79,938.49,9,Node Failure,High Risk,1
2025-03-20 21:32:32.449525+00:00,pod-31,node-3,staging,0.97,6999.84,202.57,801.93,1,Resource Exhaustion,High Risk,1
2025-03-15 16:05:32.449553+00:00,pod-35,node-1,default,1.6,6538.5,260.85,749.04,5,Resource Exhaustion,High Risk,1
2025-03-18 09:04:32.449579+00:00,pod-44,node-10,staging,2.19,4893.6,129.64,362.22,2,Node Failure,High Risk,1
2025-03-22 07:32:32.449619+00:00,pod-35,node-6,staging,1.22,7698.74,118.36,537.1,1,Node Failure,High Risk,1
2025-03-21 17:26:32.449660+00:00,pod-40,node-7,kube-system,1.91,4837.99,33.06,928.06,3,Pod Crash,Low to Medium Risk,1
2025-03-21 10:32:32.449700+00:00,pod-20,node-7,default,1.23,5957.03,361.4,214.03,10,Resource Exhaustion,High Risk,1
2025-03-20 04:19:32.449733+00:00,pod-6,node-9,kube-system,0.14,6922.31,318.38,466.29,3,Node Failure,High Risk,1
2025-03-18 09:12:32.449780+00:00,pod-8,node-6,production,2.05,7078.87,125.96,754.81,0,Network Issue,High Risk,1
2025-03-15 21:58:32.449812+00:00,pod-49,node-4,production,0.22,5935.33,7.85,54.84,3,Pod Crash,Low to Medium Risk,1
2025-03-19 23:01:32.449852+00:00,pod-23,node-10,staging,0.26,4388.36,236.23,450.56,10,Node Failure,High Risk,1
2025-03-17 02:58:32.449884+00:00,pod-1,node-8,production,1.24,7042.77,117.83,237.01,3,Node Failure,High Risk,1
2025-03-17 02:03:32.449911+00:00,pod-26,node-4,production,1.5,1903.44,448.91,736.21,3,Pod Crash,High Risk,1
2025-03-18 20:01:32.449937+00:00,pod-12,node-2,staging,1.0,1565.63,247.7,530.29,6,Resource Exhaustion,High Risk,1
2025-03-18 04:43:32.449963+00:00,pod-6,node-3,production,0.47,5758.48,102.13,535.01,3,Network Issue,Low to Medium Risk,1
2025-03-21 01:00:32.449989+00:00,pod-28,node-1,staging,0.86,3255.22,133.03,295.9,4,Node Failure,Low to Medium Risk,1
2025-03-19 13:47:32.450028+00:00,pod-6,node-9,staging,0.94,2174.57,120.24,750.97,10,Pod Crash,High Risk,1
2025-03-19 11:53:32.450080+00:00,pod-22,node-2,staging,1.39,5249.87,264.4,184.44,3,Network Issue,Low to Medium Risk,1
2025-03-17 17:37:32.450109+00:00,pod-20,node-1,production,1.28,7924.92,432.14,52.16,8,Node Failure,High Risk,1
2025-03-17 07:49:32.450143+00:00,pod-25,node-10,kube-system,0.44,4351.02,416.27,938.69,3,Node Failure,High Risk,1
2025-03-15 14:54:32.450170+00:00,pod-36,node-9,production,0.77,7365.49,315.93,810.49,2,Network Issue,High Risk,1
2025-03-18 12:31:32.450195+00:00,pod-12,node-10,production,1.07,631.07,452.78,211.77,2,Network Issue,High Risk,1
2025-03-21 20:45:32.450221+00:00,pod-22,node-2,production,1.9,7895.12,418.49,332.12,1,Resource Exhaustion,High Risk,1
2025-03-18 16:08:32.450250+00:00,pod-4,node-3,default,0.0,308.09,304.16,285.62,7,Pod Crash,High Risk,1
2025-03-17 06:57:32.450277+00:00,pod-36,node-4,default,2.08,5052.22,477.33,989.02,2,Node Failure,High Risk,1
2025-03-20 15:03:32.450306+00:00,pod-46,node-3,default,1.2,2757.39,65.99,339.38,0,No Failure,No Risk,0
2025-03-18 06:58:32.450333+00:00,pod-29,node-6,default,1.87,589.38,115.82,691.81,8,Pod Crash,High Risk,1
2025-03-19 07:15:32.450359+00:00,pod-23,node-5,default,1.0,3445.2,297.8,294.89,5,Network Issue,Low to Medium Risk,1
2025-03-19 17:48:32.450390+00:00,pod-49,node-4,production,1.56,1490.34,153.25,854.7,10,Pod Crash,High Risk,1
2025-03-21 08:49:32.450426+00:00,pod-15,node-3,production,1.55,2786.07,267.82,155.0,6,Node Failure,High Risk,1
2025-03-20 06:57:32.450453+00:00,pod-4,node-2,kube-system,0.25,7431.46,470.71,772.94,7,Resource Exhaustion,High Risk,1
2025-03-21 06:49:32.450485+00:00,pod-25,node-2,default,0.67,2647.82,427.82,481.48,5,Network Issue,High Risk,1
2025-03-15 15:43:32.450519+00:00,pod-44,node-6,default,1.53,7035.26,15.81,588.49,9,Resource Exhaustion,High Risk,1
2025-03-20 06:36:32.450550+00:00,pod-42,node-8,default,0.67,1241.62,417.39,751.44,0,Pod Crash,High Risk,1
2025-03-18 04:10:32.450589+00:00,pod-18,node-9,staging,1.31,5045.93,435.51,323.38,6,Node Failure,High Risk,1
2025-03-18 16:00:32.450616+00:00,pod-26,node-6,kube-system,2.15,4072.81,464.13,389.38,8,Network Issue,High Risk,1
2025-03-16 03:21:32.450642+00:00,pod-21,node-2,default,1.89,1938.37,44.76,267.09,7,Network Issue,High Risk,1
2025-03-17 01:46:32.450668+00:00,pod-21,node-2,kube-system,2.19,7008.79,401.01,451.09,2,Resource Exhaustion,High Risk,1
2025-03-20 01:07:32.450694+00:00,pod-16,node-6,staging,1.36,221.57,370.4,691.79,9,Resource Exhaustion,High Risk,1
2025-03-16 19:59:32.450720+00:00,pod-42,node-9,kube-system,2.25,6200.53,363.2,405.98,5,Network Issue,High Risk,1
2025-03-19 23:23:32.450745+00:00,pod-27,node-5,production,2.16,661.63,10.69,262.97,4,Pod Crash,High Risk,1
2025-03-21 22:55:32.450788+00:00,pod-9,node-7,production,1.05,4179.96,446.78,836.46,5,Node Failure,High Risk,1
2025-03-21 16:29:32.450840+00:00,pod-16,node-8,kube-system,1.13,1884.39,148.92,59.62,5,Pod Crash,Low to Medium Risk,1
2025-03-21 17:43:32.450875+00:00,pod-5,node-9,kube-system,0.26,6054.5,244.72,628.75,2,Node Failure,High Risk,1
2025-03-19 23:18:32.450912+00:00,pod-15,node-6,production,1.91,4925.84,205.46,801.03,10,Network Issue,High Risk,1
2025-03-19 15:57:32.450951+00:00,pod-19,node-8,kube-system,2.22,570.99,345.41,176.75,3,Network Issue,High Risk,1
2025-03-19 17:10:32.450977+00:00,pod-26,node-4,default,1.37,5319.98,347.28,602.15,6,Pod Crash,High Risk,1
2025-03-16 03:19:32.451003+00:00,pod-38,node-1,production,1.67,1110.73,67.86,903.81,6,Resource Exhaustion,High Risk,1
2025-03-15 18:03:32.451029+00:00,pod-3,node-8,production,0.0,5140.71,433.4,214.99,1,Resource Exhaustion,High Risk,1
2025-03-20 00:55:32.451055+00:00,pod-20,node-1,production,1.09,6877.3,463.1,618.53,4,Node Failure,High Risk,1
2025-03-21 19:36:32.451090+00:00,pod-16,node-6,staging,0.29,1387.6,409.67,838.05,4,Network Issue,High Risk,1
2025-03-17 02:01:32.451123+00:00,pod-36,node-9,kube-system,1.8,1732.92,167.18,377.47,1,Node Failure,Low to Medium Risk,1
2025-03-22 10:25:32.451167+00:00,pod-11,node-5,default,2.24,5520.4,410.53,396.15,0,Node Failure,High Risk,1
2025-03-15 14:43:32.451195+00:00,pod-25,node-10,default,0.01,541.2,25.18,755.22,9,Network Issue,High Risk,1
2025-03-20 09:00:32.451221+00:00,pod-45,node-7,default,2.02,5656.74,448.53,53.9,7,Resource Exhaustion,High Risk,1
2025-03-15 20:53:32.451247+00:00,pod-18,node-3,staging,1.66,7576.93,150.21,615.8,9,Node Failure,High Risk,1
2025-03-19 02:33:32.451278+00:00,pod-27,node-3,staging,2.26,4092.38,154.69,603.92,2,Pod Crash,High Risk,1
2025-03-16 06:07:32.451305+00:00,pod-1,node-7,production,0.32,2659.44,422.94,217.99,3,Resource Exhaustion,High Risk,1
2025-03-22 06:42:32.451331+00:00,pod-37,node-1,production,1.09,2854.67,385.28,926.54,3,Pod Crash,Low to Medium Risk,1
2025-03-18 15:14:32.451357+00:00,pod-39,node-4,kube-system,1.51,7901.15,340.88,798.28,5,Pod Crash,High Risk,1
2025-03-16 22:48:32.451385+00:00,pod-25,node-6,staging,2.17,5760.32,38.76,78.61,3,Network Issue,High Risk,1
2025-03-21 06:48:32.451414+00:00,pod-30,node-4,default,1.42,4637.31,395.22,293.52,5,Pod Crash,Low to Medium Risk,1
2025-03-16 13:51:32.451441+00:00,pod-30,node-7,production,1.94,744.56,293.1,694.68,8,Pod Crash,High Risk,1
2025-03-21 12:26:32.451476+00:00,pod-47,node-6,default,0.89,3654.5,115.21,484.27,2,No Failure,No Risk,0
2025-03-16 14:13:32.451507+00:00,pod-18,node-9,staging,1.88,5648.41,68.94,710.37,3,Node Failure,Low to Medium Risk,1
2025-03-19 05:10:32.451533+00:00,pod-24,node-3,default,0.02,2346.85,197.71,75.07,6,Pod Crash,High Risk,1
2025-03-19 13:39:32.451576+00:00,pod-42,node-9,production,0.08,7183.81,323.01,359.67,8,Pod Crash,High Risk,1
2025-03-21 05:48:32.451604+00:00,pod-28,node-4,default,0.81,901.1,114.2,518.67,4,Node Failure,Low to Medium Risk,1
2025-03-19 15:39:32.451640+00:00,pod-1,node-1,default,2.3,5445.84,56.31,452.41,2,Node Failure,High Risk,1
2025-03-21 09:56:32.451687+00:00,pod-17,node-1,production,1.23,6011.63,418.12,203.77,9,Resource Exhaustion,High Risk,1
2025-03-21 00:15:32.451716+00:00,pod-15,node-9,default,1.31,3495.02,115.07,306.8,2,No Failure,No Risk,0
2025-03-17 08:53:32.451745+00:00,pod-10,node-8,production,0.92,678.95,375.68,158.34,3,Node Failure,Low to Medium Risk,1
2025-03-21 15:30:32.451771+00:00,pod-20,node-7,staging,2.41,2794.12,392.65,216.8,3,Resource Exhaustion,High Risk,1
2025-03-21 18:16:32.451797+00:00,pod-14,node-1,kube-system,1.95,640.57,210.51,173.44,6,Node Failure,High Risk,1
2025-03-17 10:11:32.451822+00:00,pod-47,node-3,kube-system,1.18,5385.21,40.15,718.7,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-19 07:10:32.451871+00:00,pod-38,node-3,staging,1.37,1315.84,460.16,637.87,7,Resource Exhaustion,High Risk,1
2025-03-19 15:42:32.451915+00:00,pod-1,node-3,staging,2.4,7726.7,196.63,161.77,0,Network Issue,High Risk,1
2025-03-19 08:13:32.451959+00:00,pod-39,node-1,default,2.2,4162.17,162.14,281.3,4,Resource Exhaustion,High Risk,1
2025-03-21 11:15:32.451997+00:00,pod-4,node-3,default,0.27,733.06,491.12,878.43,4,Pod Crash,High Risk,1
2025-03-18 13:25:32.452024+00:00,pod-43,node-5,default,1.62,2072.26,410.99,776.08,0,Resource Exhaustion,High Risk,1
2025-03-16 11:00:32.452050+00:00,pod-13,node-10,production,2.12,6274.49,245.17,339.08,2,Pod Crash,High Risk,1
2025-03-22 05:54:32.452076+00:00,pod-25,node-5,kube-system,0.65,704.48,65.48,837.98,2,No Failure,No Risk,0
2025-03-16 17:48:32.452101+00:00,pod-12,node-7,production,0.04,4214.2,202.32,726.62,3,Node Failure,Low to Medium Risk,1
2025-03-17 18:54:32.452128+00:00,pod-16,node-8,kube-system,0.67,1057.77,260.25,406.08,3,Node Failure,Low to Medium Risk,1
2025-03-16 22:12:32.452154+00:00,pod-48,node-5,kube-system,0.41,5640.97,408.04,848.25,5,Resource Exhaustion,High Risk,1
2025-03-15 18:15:32.452180+00:00,pod-30,node-10,kube-system,0.29,1879.32,53.03,168.5,10,Resource Exhaustion,High Risk,1
2025-03-21 08:58:32.452216+00:00,pod-30,node-7,production,0.23,6486.68,281.55,374.54,8,Resource Exhaustion,High Risk,1
2025-03-21 20:20:32.452256+00:00,pod-24,node-6,staging,2.22,2921.75,261.95,924.33,3,Resource Exhaustion,High Risk,1
2025-03-21 00:36:32.452286+00:00,pod-30,node-8,production,1.48,7644.59,257.59,121.58,5,Resource Exhaustion,High Risk,1
2025-03-17 01:01:32.452334+00:00,pod-20,node-4,default,1.8,2651.83,193.18,813.2,4,Resource Exhaustion,Low to Medium Risk,1
2025-03-19 12:52:32.452374+00:00,pod-37,node-9,production,2.17,7099.39,241.56,794.84,3,Network Issue,High Risk,1
2025-03-20 07:44:32.452404+00:00,pod-16,node-10,default,0.15,7640.23,220.11,607.24,10,Network Issue,High Risk,1
